source,target
paper_36919189,journal_International wound journal
paper_34691377,journal_Journal of healthcare engineering
paper_38726050,journal_Frontiers in molecular biosciences
paper_38063257,journal_Journal of neurochemistry
paper_38236494,journal_Clinical psychological science : a journal of the Association for Psychological Science
paper_38071388,journal_Scientific reports
paper_38271407,journal_PloS one
paper_34745488,journal_Journal of healthcare engineering
paper_38028610,journal_Frontiers in genetics
paper_38320187,journal_NEJM evidence
paper_30956864,journal_Food science and biotechnology
paper_38304018,journal_Journal of materials chemistry. C
paper_36238467,journal_Computational and mathematical methods in medicine
paper_39720381,journal_Cureus
paper_36092077,journal_Frontiers in psychology
paper_31789387,journal_International journal of oncology
paper_28060930,journal_PloS one
paper_38904500,"journal_Annals of the Academy of Medicine, Singapore"
paper_32016455,journal_Molecular medicine reports
paper_33411814,journal_PloS one
paper_38173716,journal_Frontiers in immunology
paper_39492164,journal_Plant physiology and biochemistry : PPB
paper_39177688,journal_Research in health services & regions
paper_38587501,journal_International journal of epidemiology
paper_35510062,journal_Computational intelligence and neuroscience
paper_34249881,journal_Frontiers in bioengineering and biotechnology
paper_29434683,journal_Experimental and therapeutic medicine
paper_38107193,journal_Chemistry of materials : a publication of the American Chemical Society
paper_27628505,"journal_The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians"
paper_38031960,journal_Molecular systems biology
paper_38078091,journal_Frontiers in plant science
paper_36238822,journal_Journal of environmental and public health
paper_35712213,journal_Frontiers in psychology
paper_35195521,journal_Journal of the Academy of Nutrition and Dietetics
paper_38061269,"journal_Pathology, research and practice"
paper_38951954,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_40557054,"journal_Drug design, development and therapy"
paper_35832515,journal_Evidence-based complementary and alternative medicine : eCAM
paper_38113653,"journal_Lung cancer (Amsterdam, Netherlands)"
paper_37484262,journal_Heliyon
paper_33850550,journal_Experimental and therapeutic medicine
paper_34888378,journal_BioMed research international
paper_39764299,journal_Journal of physical therapy science
paper_35528175,journal_BioMed research international
paper_38110063,journal_Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
paper_38333525,journal_Journal of scleroderma and related disorders
paper_38155125,journal_Problemy radiatsiinoi medytsyny ta radiobiolohii
paper_38137015,journal_Genes
paper_38174951,journal_Environmental toxicology
paper_38525176,journal_The Saudi dental journal
paper_38067161,journal_Cells
paper_35431642,journal_Soft computing
paper_37261039,journal_Journal of general and family medicine
paper_31553621,journal_Journal of the American Chemical Society
paper_38109545,journal_Proceedings of the National Academy of Sciences of the United States of America
paper_38504386,journal_BMC psychology
paper_36478817,journal_Heliyon
paper_38110834,"journal_Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
paper_39047025,journal_PloS one
paper_39687145,journal_Heliyon
paper_37652520,"journal_In vivo (Athens, Greece)"
paper_38348986,journal_Polski przeglad chirurgiczny
paper_41841141,journal_F1000Research
paper_38140605,journal_Viruses
paper_38661390,journal_Beneficial microbes
paper_38150760,journal_Journal of hazardous materials
paper_33831808,journal_International immunopharmacology
paper_38239188,journal_Frontiers in pharmacology
paper_38250258,journal_Frontiers in psychiatry
paper_37977121,journal_Molecular cell
paper_39077069,journal_Reviews in cardiovascular medicine
paper_38062207,journal_Journal of computer-aided molecular design
paper_40325365,journal_BMC pregnancy and childbirth
paper_38078907,journal_eLife
paper_39095156,journal_Journal of environmental sciences (China)
paper_34368961,journal_Journal of community psychology
paper_35813236,journal_BioMed research international
paper_28982117,journal_PloS one
paper_38753252,journal_Journal of psycholinguistic research
paper_29393472,journal_Molecular medicine reports
paper_34754882,journal_BioMed research international
paper_31192260,journal_BioMed research international
paper_39264965,journal_PloS one
paper_32186770,journal_Oncology reports
paper_38239833,journal_Frontiers in neuroscience
paper_38251338,"journal_Pathogens (Basel, Switzerland)"
paper_38993853,journal_Frontiers in transplantation
paper_35112865,journal_The Journal of organic chemistry
paper_38176322,journal_Water research
paper_35432823,journal_Journal of healthcare engineering
paper_38073470,journal_Journal of toxicology and environmental health. Part A
paper_38250852,journal_Vaccines
paper_39238932,journal_Creativity research journal
paper_35119084,journal_Molecular medicine reports
paper_37349665,journal_Journal of psycholinguistic research
paper_38134992,journal_International journal of biological macromolecules
paper_38213712,journal_Vavilovskii zhurnal genetiki i selektsii
paper_39242865,journal_Communications psychology
paper_28492141,journal_Oncology research
paper_38274872,journal_Frontiers in neurology
paper_9536124,journal_Immunology
paper_38159216,journal_Bulletin of mathematical biology
paper_38157703,"journal_Journal of photochemistry and photobiology. B, Biology"
paper_30825877,journal_Molecular cancer
paper_35582998,journal_International journal of molecular medicine
paper_27486879,journal_Oncotarget
paper_38115252,journal_Medicine
paper_38112998,journal_Cancer treatment and research
paper_38787345,journal_The Canadian journal of cardiology
paper_38251331,"journal_Pathogens (Basel, Switzerland)"
paper_38152991,journal_International wound journal
paper_38158317,journal_Journal of the American Society of Cytopathology
paper_38230350,journal_Genetics in medicine open
paper_33372280,journal_Journal of cellular physiology
paper_38362467,journal_Frontiers in veterinary science
paper_38061378,journal_The lancet. Gastroenterology & hepatology
paper_38444769,journal_Frontiers in pediatrics
paper_37997757,journal_Cancer investigation
paper_37958784,journal_International journal of molecular sciences
paper_35942452,journal_Computational intelligence and neuroscience
paper_21307176,journal_Personality & social psychology bulletin
paper_38090529,journal_Translational lung cancer research
paper_38122965,journal_International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
paper_39444776,"journal_Journal of neurological surgery. Part B, Skull base"
paper_35646142,journal_Evidence-based complementary and alternative medicine : eCAM
paper_38445559,"journal_Hepatology (Baltimore, Md.)"
paper_37903465,journal_Gynecologic and obstetric investigation
paper_38168268,journal_bioRxiv : the preprint server for biology
paper_15193298,journal_Neurobiology of disease
paper_38186093,journal_Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery
paper_38160808,journal_Peptides
paper_35463992,journal_BioMed research international
paper_38161364,journal_ACS central science
paper_34994292,journal_Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology
paper_38129415,journal_Nature communications
paper_38283610,journal_Evolutionary applications
paper_35528535,journal_Applied bionics and biomechanics
paper_38965791,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_38157878,journal_Arquivos de neuro-psiquiatria
paper_38096408,journal_Proceedings of the National Academy of Sciences of the United States of America
paper_38205377,journal_Archives animal breeding
paper_38545272,journal_JPGN reports
paper_35469228,journal_Journal of healthcare engineering
paper_38202612,"journal_Molecules (Basel, Switzerland)"
paper_38104800,journal_Biochimica et biophysica acta. Molecular cell research
paper_38086298,journal_Journal of hazardous materials
paper_34202112,journal_International journal of molecular sciences
paper_32596384,journal_BioMed research international
paper_38095110,journal_International wound journal
paper_35469208,journal_Computational intelligence and neuroscience
paper_38033465,journal_Epigenetics insights
paper_37810715,journal_ACS omega
paper_39715882,journal_Naunyn-Schmiedeberg's archives of pharmacology
paper_35498137,journal_Applied bionics and biomechanics
paper_39093066,journal_Clinical hemorheology and microcirculation
paper_38105751,journal_American journal of physiology. Cell physiology
paper_38932821,journal_Journal of diabetes and metabolic disorders
paper_38124101,journal_BMC neuroscience
paper_35528710,journal_Soft computing
paper_38137613,journal_Journal of clinical medicine
paper_38533746,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_38275990,"journal_Pharmaceuticals (Basel, Switzerland)"
paper_39131976,journal_Journal of the Society for Cardiovascular Angiography & Interventions
paper_38236513,journal_Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine
paper_38139780,"journal_Pharmaceuticals (Basel, Switzerland)"
paper_38264227,journal_Diabetology international
paper_38141282,journal_Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie
paper_29805682,journal_Oncology letters
paper_39290658,"journal_Gut microbiome (Cambridge, England)"
paper_38884056,"journal_Phenomics (Cham, Switzerland)"
paper_22026417,journal_Cancer science
paper_38304413,journal_Osteoarthritis and cartilage open
paper_37698604,journal_Archives of gynecology and obstetrics
paper_35154431,journal_Oncology letters
paper_35958793,journal_Computational intelligence and neuroscience
paper_38357612,"journal_Medical hypothesis, discovery & innovation ophthalmology journal"
paper_38136330,journal_Cancers
paper_34840602,journal_Applied bionics and biomechanics
paper_38317685,journal_Frontiers in public health
paper_38076891,journal_bioRxiv : the preprint server for biology
paper_37132096,journal_International wound journal
paper_39211057,journal_F1000Research
paper_37819906,journal_PloS one
paper_38136665,journal_Biomolecules
paper_34737849,journal_Journal of healthcare engineering
paper_38069008,journal_International journal of molecular sciences
paper_20704577,journal_Cancer science
paper_33134572,journal_Heliyon
paper_35774959,journal_Frontiers in psychology
paper_38327347,journal_Biodiversity data journal
paper_31788099,journal_Oncology letters
paper_38757178,journal_Prehospital and disaster medicine
paper_38820478,journal_PloS one
paper_38391312,journal_Indian journal of pathology & microbiology
paper_37955924,journal_The Journal of cell biology
paper_38292282,"journal_Journal of emergencies, trauma, and shock"
paper_38390529,"journal_Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India"
paper_37883359,journal_PloS one
paper_31688993,journal_The Kaohsiung journal of medical sciences
paper_38566711,journal_Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India
paper_37434335,journal_International wound journal
paper_29970486,journal_Journal of medical genetics
paper_37554784,journal_Heliyon
paper_30670021,journal_Journal of nanobiotechnology
paper_38139935,journal_Polymers
paper_38279589,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_38344016,journal_ACS organic & inorganic Au
paper_35356610,journal_Journal of healthcare engineering
paper_38468739,journal_Indian journal of microbiology
paper_38148544,journal_Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control
paper_31481985,journal_Disease markers
paper_35959028,journal_Frontiers in psychology
paper_38156178,journal_Cureus
paper_37041764,journal_Soft computing
paper_38273961,journal_Frontiers in plant science
paper_38211449,journal_Carbohydrate research
paper_33747415,journal_Journal of healthcare engineering
paper_38149919,journal_The journal of physical chemistry. A
paper_38894812,journal_Liver cancer
paper_38221710,journal_Hormone molecular biology and clinical investigation
paper_40980108,journal_Frontiers in drug safety and regulation
paper_29614969,journal_BMC neuroscience
paper_38576453,journal_Nature reviews bioengineering
paper_37991354,"journal_Chemical communications (Cambridge, England)"
paper_37669970,journal_Scientific reports
paper_38148081,"journal_In vivo (Athens, Greece)"
paper_35832780,journal_International journal of analytical chemistry
paper_36262981,journal_Contrast media & molecular imaging
paper_37993056,journal_Mechanisms of ageing and development
paper_35870497,journal_Environmental research
paper_38932828,journal_Journal of diabetes and metabolic disorders
paper_38304904,journal_Annals of translational medicine
paper_38084158,journal_Food & nutrition research
paper_39403537,journal_Heliyon
paper_35014676,journal_International journal of oncology
paper_33935719,journal_Frontiers in pharmacology
paper_26611718,"journal_Clinical nutrition (Edinburgh, Scotland)"
paper_36276994,journal_Computational and mathematical methods in medicine
paper_38106082,journal_bioRxiv : the preprint server for biology
paper_38312779,journal_Kidney international reports
paper_35440944,journal_Computational intelligence and neuroscience
paper_38211445,"journal_Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy"
paper_38970243,journal_The American journal of case reports
paper_37975407,journal_Current opinion in oncology
paper_38156562,journal_Briefings in bioinformatics
paper_38504875,journal_Canada communicable disease report = Releve des maladies transmissibles au Canada
paper_38486990,journal_Acta pharmaceutica Sinica. B
paper_38293491,journal_Heliyon
paper_38139146,journal_International journal of molecular sciences
paper_31998779,journal_BioMed research international
paper_38318272,journal_Frontiers in human neuroscience
paper_38000129,journal_Archives of oral biology
paper_38163278,journal_Journal of visualized experiments : JoVE
paper_37518969,journal_International wound journal
paper_27284318,journal_Experimental and therapeutic medicine
paper_35592175,journal_Frontiers in psychology
paper_38044354,journal_Scientific reports
paper_38204451,journal_Chinese journal of cancer research = Chung-kuo yen cheng yen chiu
paper_40455780,journal_PloS one
paper_25884982,journal_PloS one
paper_38913765,"journal_Military psychology : the official journal of the Division of Military Psychology, American Psychological Association"
paper_38132128,journal_Cells
paper_38087382,journal_Stem cell research & therapy
paper_37077340,journal_Disease markers
paper_38225061,journal_Pesticide biochemistry and physiology
paper_38274905,journal_Cureus
paper_38496825,journal_Annals of the Child Neurology Society
paper_36905472,journal_AMB Express
paper_38993804,journal_Bio-design and manufacturing
paper_38225982,journal_Horticulture research
paper_28316986,journal_BioMed research international
paper_38328712,journal_Cancer pathogenesis and therapy
paper_34195266,journal_BioMed research international
paper_20233219,journal_British journal of pharmacology
paper_37942145,journal_Heliyon
paper_16849370,journal_Human molecular genetics
paper_38050961,journal_Environmental toxicology
paper_38256866,"journal_Pharmaceuticals (Basel, Switzerland)"
paper_37956676,journal_Journal of molecular recognition : JMR
paper_34746308,journal_BioMed research international
paper_33108395,journal_PLoS pathogens
paper_35983524,journal_Computational and mathematical methods in medicine
paper_38202056,journal_Journal of clinical medicine
paper_38254939,journal_Genes
paper_38212160,journal_The American journal of clinical nutrition
paper_38269014,journal_Iranian journal of veterinary research
paper_35313462,journal_Computational and mathematical methods in medicine
paper_34285913,journal_BioMed research international
paper_27775576,"journal_Molecules (Basel, Switzerland)"
paper_37089286,journal_Heliyon
paper_38092263,journal_International journal of pharmaceutics
paper_38059639,journal_mBio
paper_35855808,journal_International journal of analytical chemistry
paper_38137411,journal_Biomedicines
paper_38093720,journal_OTO open
paper_39281826,journal_Contrast media & molecular imaging
paper_39076448,journal_Reviews in cardiovascular medicine
paper_38457674,journal_The Biological bulletin
paper_38152822,journal_Cureus
paper_38087708,journal_Trends in microbiology
paper_34182625,journal_Chemosphere
paper_38933252,"journal_Acta endocrinologica (Bucharest, Romania : 2005)"
paper_38193111,journal_Bioengineering & translational medicine
paper_39572609,journal_Scientific reports
paper_38151067,journal_Acta biomaterialia
paper_38113885,journal_Cell chemical biology
paper_31810331,"journal_Nanomaterials (Basel, Switzerland)"
paper_38943385,journal_Clinical hemorheology and microcirculation
paper_38220892,journal_Zootaxa
paper_37966164,journal_EMBO molecular medicine
paper_38314174,journal_Journal of the Canadian Association of Gastroenterology
paper_38381508,journal_Gene
paper_35710971,journal_Environmental science and pollution research international
paper_37040330,journal_Environmental toxicology
paper_38572791,journal_International wound journal
paper_36249580,journal_Occupational therapy international
paper_38073557,journal_Annals of surgery
paper_38229673,journal_Food chemistry: X
paper_26362959,journal_The Kaohsiung journal of medical sciences
paper_27922690,journal_Oncology reports
paper_28959186,journal_Frontiers in molecular neuroscience
paper_38144115,journal_ACS omega
paper_38303286,journal_Gan to kagaku ryoho. Cancer & chemotherapy
paper_38176187,journal_Plant physiology and biochemistry : PPB
paper_38282670,journal_Frontiers in oncology
paper_26020238,journal_PloS one
paper_38138940,journal_Journal of personalized medicine
paper_35463243,journal_Computational intelligence and neuroscience
paper_28101570,journal_Molecular medicine reports
paper_38284103,journal_Ophthalmology science
paper_38066175,journal_Communications biology
paper_38001722,journal_Cancers
paper_34567480,journal_Journal of healthcare engineering
paper_38079308,journal_Journal of biomolecular structure & dynamics
paper_25975373,journal_Molecular medicine reports
paper_37970356,journal_American journal of cancer research
paper_38163169,journal_Heliyon
paper_38260912,journal_Frontiers in microbiology
paper_35528541,journal_Applied bionics and biomechanics
paper_29696086,journal_Interface focus
paper_36749771,journal_PloS one
paper_38067472,"journal_Molecules (Basel, Switzerland)"
paper_38163589,journal_The Science of the total environment
paper_24926338,journal_Experimental and therapeutic medicine
paper_31173255,journal_Molecular medicine reports
paper_38140560,journal_Viruses
paper_38113313,journal_American journal of physiology. Lung cellular and molecular physiology
paper_38327590,journal_Dermatology reports
paper_36203508,journal_Journal of environmental and public health
paper_37953834,journal_ACS omega
paper_38192427,journal_Frontiers in endocrinology
paper_38570903,journal_Spanish journal of psychiatry and mental health
paper_34722765,journal_BioMed research international
paper_39310684,journal_Acta clinica Croatica
paper_31909681,journal_Bioengineered
paper_38144455,journal_iScience
paper_38202413,"journal_Plants (Basel, Switzerland)"
paper_37853943,journal_International wound journal
paper_38213892,journal_Computational and structural biotechnology journal
paper_37950837,journal_Journal of psycholinguistic research
paper_38868213,journal_iMeta
paper_38603981,journal_Reproductive biomedicine online
paper_36339990,journal_Heliyon
paper_38132148,journal_Cells
paper_39599803,journal_Viruses
paper_34925548,journal_Computational and mathematical methods in medicine
paper_33763191,journal_Journal of healthcare engineering
paper_37988160,journal_JMIR research protocols
paper_38650426,journal_International wound journal
paper_37641210,journal_International wound journal
paper_38089519,journal_Taiwan journal of ophthalmology
paper_38093499,journal_International wound journal
paper_40152156,journal_The Laryngoscope
paper_37581753,journal_Journal of psycholinguistic research
paper_38279425,"journal_Cellular and molecular biology (Noisy-le-Grand, France)"
paper_38932878,journal_Journal of diabetes and metabolic disorders
paper_38161217,"journal_Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
paper_34976190,journal_Journal of Cancer
paper_38062872,journal_Proteins
paper_38052229,journal_Nature
paper_38103250,journal_Neural regeneration research
paper_38275564,"journal_Diseases (Basel, Switzerland)"
paper_38223405,journal_Molecular and clinical oncology
paper_36212715,journal_BioMed research international
paper_38920159,"journal_Annals of the Academy of Medicine, Singapore"
paper_38860543,journal_Pest management science
paper_38352944,journal_Journal of pharmaceutical analysis
paper_38644019,journal_Journal of environmental sciences (China)
paper_36776044,journal_Clinical hemorheology and microcirculation
paper_38257742,journal_Viruses
paper_33668153,journal_Cancers
paper_38045338,journal_bioRxiv : the preprint server for biology
paper_38082064,journal_Nature reviews. Microbiology
paper_40416015,journal_JMA journal
paper_35461327,journal_Oncogene
paper_38274890,journal_Frontiers in neurology
paper_35310194,journal_Journal of healthcare engineering
paper_38456169,journal_Frontiers in cell and developmental biology
paper_35655475,journal_BioMed research international
paper_38162683,journal_Frontiers in genetics
paper_33826615,journal_PloS one
paper_37319244,journal_PloS one
paper_39021847,journal_Journal of food allergy
paper_20198336,journal_International journal of oncology
paper_39130167,journal_IEEE transactions on medical robotics and bionics
paper_33986942,journal_Journal of healthcare engineering
paper_37704075,journal_Environmental research
paper_34630705,journal_Oncology letters
paper_18471334,journal_European journal of anaesthesiology
paper_38033792,journal_ACS central science
paper_34337015,journal_BioMed research international
paper_39311972,journal_Neurosurgical review
paper_38101613,journal_Life sciences
paper_38085380,journal_Molecular biology reports
paper_38157966,journal_Environmental research
paper_30127894,journal_Oncology letters
paper_38203248,journal_International journal of molecular sciences
paper_36128170,journal_Contrast media & molecular imaging
paper_39309898,journal_Heliyon
paper_34691371,journal_Journal of healthcare engineering
paper_28098912,journal_Oncology reports
paper_31291333,journal_PloS one
paper_35782882,journal_Applied bionics and biomechanics
paper_37985207,journal_European journal of immunology
paper_38062254,journal_Nature aging
paper_35694276,journal_Applied bionics and biomechanics
paper_24297333,journal_Molecular medicine reports
paper_38112969,journal_Journal of clinical immunology
paper_38248313,journal_Current issues in molecular biology
paper_38308833,journal_Tropical biomedicine
paper_38371553,journal_Indian journal of dermatology
paper_38179451,journal_Frontiers in microbiology
paper_36856975,journal_FASEB journal : official publication of the Federation of American Societies for Experimental Biology
paper_38222802,journal_JOR spine
paper_24126887,journal_Oncology reports
paper_38056135,"journal_Pathology, research and practice"
paper_38572761,journal_International wound journal
paper_38293660,journal_Frontiers in pediatrics
paper_38157967,journal_Environmental research
paper_33937395,journal_BioMed research international
paper_35140780,journal_Computational intelligence and neuroscience
paper_38226376,journal_Archives of Razi Institute
paper_29749476,journal_Molecular medicine reports
paper_38293860,journal_Revista medica de Chile
paper_38106991,journal_Frontiers in molecular biosciences
paper_38079339,journal_Journal of biomolecular structure & dynamics
paper_37957270,journal_Nature materials
paper_38104031,journal_Clinical genitourinary cancer
paper_25694257,"journal_The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians"
paper_38114276,journal_BMJ open
paper_38465357,journal_Journal of vitreoretinal diseases
paper_38831821,journal_Heliyon
paper_34292950,journal_PloS one
paper_26986949,journal_Oncology reports
paper_36661826,"journal_Gels (Basel, Switzerland)"
paper_38785053,journal_Terapevticheskii arkhiv
paper_38279466,"journal_Cellular and molecular biology (Noisy-le-Grand, France)"
paper_36574798,journal_Environmental research
paper_35832840,journal_BioMed research international
paper_37095907,journal_Heliyon
paper_38199080,journal_Biosensors & bioelectronics
paper_38246021,journal_Current research in translational medicine
paper_38085348,journal_Biomedical microdevices
paper_34888382,journal_BioMed research international
paper_38003293,journal_International journal of molecular sciences
paper_35722469,journal_BioMed research international
paper_40100477,journal_Tropical animal health and production
paper_38633854,journal_Infectious diseases & clinical microbiology
paper_38123677,journal_Nature
paper_38213489,journal_Clinical kidney journal
paper_34868536,journal_Journal of healthcare engineering
paper_38661391,journal_Beneficial microbes
paper_38118451,journal_Molecular cell
paper_37089338,journal_Heliyon
paper_38162781,journal_ACS omega
paper_38248831,journal_Metabolites
paper_38203546,journal_International journal of molecular sciences
paper_39979365,journal_Scientific reports
paper_38169512,journal_Veterinary research forum : an international quarterly journal
paper_38056637,journal_The Science of the total environment
paper_28148261,journal_Molecular cancer
paper_24073234,journal_PloS one
paper_27268381,"journal_The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians"
paper_34567489,journal_Journal of healthcare engineering
paper_35533933,journal_Chemosphere
paper_38092715,"journal_Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia"
paper_38352946,journal_Journal of pharmaceutical analysis
paper_38292477,journal_Computational and structural biotechnology journal
paper_23866830,journal_BMC complementary and alternative medicine
paper_38298765,journal_European urology open science
paper_37954273,journal_Heliyon
paper_12515720,journal_Blood
paper_33898623,journal_BioMed research international
paper_39190898,journal_Human & experimental toxicology
paper_38068998,journal_International journal of molecular sciences
paper_38465199,journal_Advanced functional materials
paper_38055913,journal_Journal of clinical oncology : official journal of the American Society of Clinical Oncology
paper_34976009,journal_Frontiers in genetics
paper_34146527,journal_Environmental research
paper_38088435,journal_Biotechnology and bioengineering
paper_39188987,journal_Nature cardiovascular research
paper_38096902,journal_Nature
paper_38743386,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_31894321,journal_Oncology reports
paper_38361897,journal_Journal of family medicine and primary care
paper_38283150,journal_Frontiers in genetics
paper_38133693,journal_Parasitology research
paper_38197346,journal_Indian journal of dental research : official publication of Indian Society for Dental Research
paper_34840593,journal_Computational and mathematical methods in medicine
paper_39164795,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_41461440,journal_Pesticide biochemistry and physiology
paper_39291275,journal_Gastroenterology research and practice
paper_38323268,journal_Annual review of cancer biology
paper_38009315,journal_Clinical and translational medicine
paper_38337103,journal_Doklady. Biochemistry and biophysics
paper_34395612,journal_BioMed research international
paper_38071620,journal_Ophthalmology
paper_29111905,journal_Journal of the American College of Nutrition
paper_21573233,journal_PloS one
paper_38720504,journal_The Journal of the Association of Physicians of India
paper_37990074,journal_International wound journal
paper_38712923,"journal_Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)"
paper_38407525,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_38130693,journal_Frontiers in neuroscience
paper_38274779,journal_IEEE open journal of engineering in medicine and biology
paper_38009027,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_33788650,journal_Journal of drug targeting
paper_38117081,journal_Journal of clinical microbiology
paper_38091776,journal_Gynecologic oncology
paper_38107998,journal_Journal of microbiology & biology education
paper_38434081,journal_Heliyon
paper_38189464,journal_Journal of visualized experiments : JoVE
paper_38063293,journal_eLife
paper_35449841,journal_Journal of healthcare engineering
paper_38289222,journal_Human & experimental toxicology
paper_38161906,journal_Cureus
paper_37872696,journal_International wound journal
paper_38807910,journal_Plant diversity
paper_38027999,journal_Heliyon
paper_38348063,journal_Maedica
paper_38157838,journal_Bioorganic & medicinal chemistry
paper_39263131,journal_Heliyon
paper_25091017,journal_Nature communications
paper_38141358,journal_Stem cell research
paper_38560133,journal_Heliyon
paper_38158623,journal_Zoonoses and public health
paper_38425493,journal_International journal of population data science
paper_35528173,journal_BioMed research international
paper_34025211,journal_Soft computing
paper_38628207,journal_Food science & nutrition
paper_38292422,journal_iScience
paper_24586923,journal_PloS one
paper_29658574,journal_Molecular medicine reports
paper_38007624,journal_Genetics in medicine : official journal of the American College of Medical Genetics
paper_35498145,journal_Applied bionics and biomechanics
paper_39271527,journal_Neurosurgical review
paper_33204699,journal_BioMed research international
paper_21572963,journal_PloS one
paper_38279449,"journal_Cellular and molecular biology (Noisy-le-Grand, France)"
paper_38102518,journal_Molecular neurobiology
paper_38510385,journal_Medical science educator
paper_34616526,journal_Journal of healthcare engineering
paper_38062175,journal_Extremophiles : life under extreme conditions
paper_38540467,"journal_Behavioral sciences (Basel, Switzerland)"
paper_38487409,"journal_Animal welfare (South Mimms, England)"
paper_38283344,journal_Frontiers in immunology
paper_38279424,"journal_Cellular and molecular biology (Noisy-le-Grand, France)"
paper_38206718,journal_Medicine
paper_35126659,journal_Applied bionics and biomechanics
paper_38450060,journal_Journal of orthopaedics
paper_38264123,journal_Frontiers in chemistry
paper_33815032,journal_Personal and ubiquitous computing
paper_32964164,journal_Heliyon
paper_37592759,journal_International wound journal
paper_39301468,journal_Journal of psoriasis and psoriatic arthritis
paper_38129495,journal_Scientific reports
paper_38796765,journal_Problemy endokrinologii
paper_38104795,journal_Journal of advanced research
paper_38052974,journal_Nature microbiology
paper_38276482,journal_Pharmaceutics
paper_36276872,journal_Evidence-based complementary and alternative medicine : eCAM
paper_20657647,journal_PloS one
paper_35296322,journal_BMC medical genomics
paper_38136563,journal_Biomolecules
paper_38144458,journal_iScience
paper_37743352,journal_International wound journal
paper_38220268,journal_Analytica chimica acta
paper_38148377,journal_British journal of cancer
paper_35281540,journal_Journal of healthcare engineering
paper_39331632,journal_PloS one
paper_24039897,journal_PloS one
paper_40075030,journal_Cancer chemotherapy and pharmacology
paper_35655485,journal_BioMed research international
paper_35601141,journal_BioMed research international
paper_38089477,journal_Frontiers in physiology
paper_31205947,journal_BioMed research international
paper_37433641,journal_International wound journal
paper_38639663,journal_Zhonghua nan ke xue = National journal of andrology
paper_36478797,journal_Heliyon
paper_38200837,journal_Animals : an open access journal from MDPI
paper_38292169,journal_Genes & diseases
paper_38343445,journal_Frontiers in genetics
paper_23620794,journal_PloS one
paper_38947740,journal_Genes & diseases
paper_38021281,journal_Genome integrity
paper_33680413,journal_Journal of healthcare engineering
paper_39668990,journal_Heliyon
paper_39331482,journal_Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
paper_38254632,journal_Biomolecules
paper_35498144,journal_Applied bionics and biomechanics
paper_38092092,journal_Fish & shellfish immunology
paper_32678855,journal_PloS one
paper_38590671,journal_Archives of Razi Institute
